,name,github_id,resource,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,labels,license,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,conda_dependent_project_count,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,licenses,apt_id
160,facebook-sdk,mobolic/facebook-sdk,,third-party-apis,https://github.com/mobolic/facebook-sdk,https://github.com/mobolic/facebook-sdk,2011-05-11 13:38:27.000000,2021-02-24 21:36:36.000000,2020-12-27 07:29:21.000000,946.0,25.0,214.0,2583.0,544.0,Python SDK for Facebook's Graph API.,99.0,29,True,,Apache-2.0,2018-11-06 06:53:51.000000,3.1.0,8.0,,160933.0,,facebook-sdk,5400.0,2912.0,https://pypi.org/project/facebook-sdk,2018-11-06 06:53:51.000000,2488.0,160933.0,,,,2.0,,,,,,,,,,,,,,,,,,
161,django-taggit,jazzband/django-taggit,,django-utils,https://github.com/jazzband/django-taggit,https://github.com/jazzband/django-taggit,2009-12-08 23:40:49.000000,2021-01-01 17:59:40.744000,2020-12-21 19:53:45.000000,550.0,117.0,239.0,2565.0,862.0,Simple tagging for django.,119.0,29,True,['django'],BSD-3-Clause,2020-05-22 07:48:45.000000,1.3.0,57.0,,105396.0,conda-forge/django-taggit,django-taggit,5552.0,,https://pypi.org/project/django-taggit,2020-05-22 07:48:45.000000,5552.0,104175.0,https://anaconda.org/conda-forge/django-taggit,2021-01-01 17:59:40.744000,72069.0,2.0,,,,,,,,,,,,,,,,,,
162,django-rest-swagger,marcgibbons/django-rest-swagger,,openapi-utils,https://github.com/marcgibbons/django-rest-swagger,https://github.com/marcgibbons/django-rest-swagger,2013-06-13 19:28:32.000000,2020-12-14 12:00:00.000000,2019-06-04 18:10:32.000000,617.0,169.0,366.0,2537.0,801.0,Swagger Documentation Generator for Django REST Framework: deprecated.,93.0,29,False,['django'],BSD-2-Clause,2018-04-30 20:02:25.000000,2.2.0,43.0,,170135.0,,django-rest-swagger,4062.0,,https://pypi.org/project/django-rest-swagger,2018-04-30 19:59:57.000000,4062.0,170135.0,,,,2.0,,,,,,,,,,,,,,,,,,
163,flask-restplus,noirbizarre/flask-restplus,,web-frameworks,https://github.com/noirbizarre/flask-restplus,https://github.com/noirbizarre/flask-restplus,2014-08-14 13:26:03.000000,2021-01-13 11:31:12.154000,2020-01-13 15:25:46.000000,474.0,359.0,247.0,2480.0,731.0,"Fully featured framework for fast, easy and documented API development with Flask.",89.0,29,False,['flask'],BSD-3-Clause,2019-08-12 21:51:40.000000,0.13.0,35.0,,161371.0,conda-forge/flask-restplus,flask-restplus,10787.0,9061.0,https://pypi.org/project/flask-restplus,2019-08-12 21:51:40.000000,1726.0,158431.0,https://anaconda.org/conda-forge/flask-restplus,2021-01-13 11:31:12.154000,152909.0,3.0,,,,,,,,,,,,,,,,,,
164,flasgger,flasgger/flasgger,,openapi-utils,https://github.com/flasgger/flasgger,https://github.com/flasgger/flasgger,2015-07-27 18:21:49.000000,2021-02-24 22:17:20.000000,2020-12-23 10:42:15.000000,346.0,150.0,145.0,2462.0,501.0,Easy OpenAPI specs and Swagger UI for your Flask API.,93.0,29,True,['flask'],MIT,2020-08-01 15:28:10.000000,0.9.5,49.0,453.0,81840.0,conda-forge/flasgger,flasgger,4530.0,3940.0,https://pypi.org/project/flasgger,2020-07-31 23:54:47.000000,590.0,79923.0,https://anaconda.org/conda-forge/flasgger,2020-08-01 02:19:12.813000,76450.0,2.0,,,,,,,,,,,,,,,,,,
165,django-mptt,django-mptt/django-mptt,,django-utils,https://github.com/django-mptt/django-mptt,https://github.com/django-mptt/django-mptt,2010-08-31 19:12:55.000000,2020-11-13 00:16:20.000000,2020-10-20 11:03:26.000000,413.0,107.0,396.0,2460.0,1134.0,Utilities for implementing a modified pre-order traversal tree in django.,143.0,29,True,['django'],MIT,2020-01-18 16:10:10.000000,0.11.0,33.0,,117474.0,,django-mptt,15007.0,8659.0,https://pypi.org/project/django-mptt,2020-01-18 16:10:10.000000,6348.0,117474.0,,,,2.0,,,,,,,,,,,,,,,,,,
166,django-compressor,django-compressor/django-compressor,,django-utils,https://github.com/django-compressor/django-compressor,https://github.com/django-compressor/django-compressor,2010-02-05 15:48:14.000000,2021-01-12 13:21:20.000000,2021-01-12 13:21:12.000000,546.0,99.0,491.0,2432.0,1495.0,Compresses linked and inline javascript or CSS into a single cached file.,199.0,29,True,['django'],MIT,2017-02-02 10:45:26.000000,2.1.1,29.0,,112862.0,,django-compressor,398.0,,https://pypi.org/project/django-compressor,2019-12-30 23:36:47.000000,398.0,112862.0,,,,2.0,,,,,,,,,,,,,,,,,,
167,py-googletrans,ssut/py-googletrans,,third-party-apis,https://github.com/ssut/py-googletrans,https://github.com/ssut/py-googletrans,2015-06-05 08:35:11.000000,2021-02-20 14:26:13.000000,2020-10-02 19:30:09.000000,434.0,19.0,184.0,2230.0,115.0,(unofficial) Googletrans: Free and Unlimited Google translate API for Python. Translates totally free of charge.,25.0,29,True,,MIT,2020-06-14 07:43:55.000000,3.0.0,12.0,,1154357.0,,googletrans,13369.0,12483.0,https://pypi.org/project/googletrans,2020-12-09 14:10:21.000000,886.0,1154357.0,,,,2.0,,,,,,,,,,,,,,,,,,
168,django-webpack-loader,owais/django-webpack-loader,,django-utils,https://github.com/owais/django-webpack-loader,https://github.com/owais/django-webpack-loader,2015-05-16 16:33:58.000000,2021-01-21 15:17:14.000000,2021-01-21 15:17:13.000000,300.0,84.0,95.0,2222.0,171.0,Transparently use webpack with django.,37.0,29,True,['django'],MIT,2020-02-24 12:24:37.000000,0.7.0,34.0,,116011.0,,django-webpack-loader,8127.0,6225.0,https://pypi.org/project/django-webpack-loader,2020-02-24 12:23:14.000000,1902.0,116011.0,,,,2.0,,,,,,,,,,,,,,,,,,
169,Wikipedia,goldsmith/Wikipedia,,third-party-apis,https://github.com/goldsmith/Wikipedia,https://github.com/goldsmith/Wikipedia,2013-08-20 06:39:09.000000,2021-01-25 12:32:31.000000,2020-10-09 23:49:59.000000,441.0,161.0,63.0,2204.0,186.0,A Pythonic wrapper for the Wikipedia API.,23.0,29,True,,MIT,2014-11-15 15:59:49.000000,1.4.0,20.0,,120343.0,conda-forge/wikipedia,wikipedia,15619.0,13691.0,https://pypi.org/project/wikipedia,2014-11-15 15:59:49.000000,1928.0,119500.0,https://anaconda.org/conda-forge/wikipedia,2019-06-18 08:30:55.880000,40476.0,2.0,,,,,,,,,,,,,,,,,,
170,django-ckeditor,django-ckeditor/django-ckeditor,,django-utils,https://github.com/django-ckeditor/django-ckeditor,https://github.com/django-ckeditor/django-ckeditor,2010-03-08 19:20:59.000000,2020-10-04 07:18:41.000000,2020-10-04 07:18:40.000000,649.0,114.0,373.0,1867.0,731.0,Django admin CKEditor integration.,119.0,29,True,['django'],BSD-3-Clause,2020-09-06 11:43:36.000000,6.0.0,41.0,,74545.0,,django-ckeditor,15760.0,12868.0,https://pypi.org/project/django-ckeditor,2020-09-06 11:43:36.000000,2892.0,74545.0,,,,2.0,,,,,,,,,,,,,,,,,,
171,django-fsm,viewflow/django-fsm,,django-utils,https://github.com/viewflow/django-fsm,https://github.com/viewflow/django-fsm,2010-05-31 14:03:48.000000,2020-12-09 13:02:38.000000,2020-12-09 13:02:36.000000,241.0,18.0,112.0,1732.0,317.0,Django friendly finite state machine support.,60.0,29,True,['django'],MIT,2020-10-13 11:22:39.000000,2.7.1,21.0,,69985.0,conda-forge/django-fsm,django-fsm,1450.0,846.0,https://pypi.org/project/django-fsm,2020-10-13 11:22:39.000000,604.0,69611.0,https://anaconda.org/conda-forge/django-fsm,2019-12-07 18:24:17.995000,15730.0,2.0,,,,,,,,,,,,,,,,,,
172,django-braces,brack3t/django-braces,,django-utils,https://github.com/brack3t/django-braces,https://github.com/brack3t/django-braces,2012-03-02 20:02:51.000000,2020-09-28 11:37:40.000000,2019-12-30 20:26:03.000000,210.0,23.0,91.0,1695.0,647.0,"Reusable, generic mixins for Django.",75.0,29,False,['django'],BSD-3-Clause,2019-12-30 21:21:35.000000,1.14.0,30.0,,71814.0,conda-forge/django-braces,django-braces,17790.0,9950.0,https://pypi.org/project/django-braces,2019-12-30 21:21:35.000000,7840.0,71202.0,https://anaconda.org/conda-forge/django-braces,2018-07-08 01:10:50.307000,25719.0,2.0,,,,,,,,,,,,,,,,,,
173,django-widget-tweaks,jazzband/django-widget-tweaks,,django-utils,https://github.com/jazzband/django-widget-tweaks,https://github.com/jazzband/django-widget-tweaks,2012-03-05 20:11:03.000000,2021-01-03 21:04:52.000000,2021-01-03 21:04:52.000000,112.0,27.0,44.0,1526.0,174.0,"Tweak the form field rendering in templates, not in python-level form definitions. CSS classes and HTML attributes can..",23.0,29,True,['django'],MIT,2020-03-16 16:27:09.000000,1.4.8,18.0,,91967.0,,django-widget-tweaks,20605.0,16277.0,https://pypi.org/project/django-widget-tweaks,2020-03-16 16:27:09.000000,4328.0,91967.0,,,,2.0,,,,,,,,,,,,,,,,,,
174,django-simple-history,jazzband/django-simple-history,,django-utils,https://github.com/jazzband/django-simple-history,https://github.com/jazzband/django-simple-history,2011-03-06 22:42:19.000000,2021-02-20 17:16:40.000000,2021-02-20 17:16:37.000000,325.0,73.0,347.0,1245.0,940.0,Store model history and view/revert changes from admin site.,132.0,29,True,['django'],BSD-3-Clause,2020-10-14 21:00:09.000000,2.12.0,40.0,,128773.0,,django-simple-history,2527.0,1693.0,https://pypi.org/project/django-simple-history,2020-10-14 20:49:58.000000,834.0,128773.0,,,,2.0,,,,,,,,,,,,,,,,,,
175,jsonfield,rpkilby/jsonfield,,django-utils,https://github.com/rpkilby/jsonfield,https://github.com/rpkilby/jsonfield,2009-05-03 03:42:01.000000,2020-12-30 11:25:44.000000,2020-02-22 08:36:44.000000,250.0,7.0,150.0,1098.0,368.0,A reusable Django model field for storing ad-hoc JSON data.,50.0,29,True,['django'],MIT,2020-02-22 08:42:29.000000,3.1.0,33.0,87.0,262914.0,,jsonfield,11277.0,6901.0,https://pypi.org/project/jsonfield,2020-02-22 08:42:29.000000,4376.0,262913.0,,,,2.0,,,,,,,,,,,,,,,,,,
176,SeleniumLibrary,robotframework/SeleniumLibrary,,testing,https://github.com/robotframework/SeleniumLibrary,https://github.com/robotframework/SeleniumLibrary,2011-10-22 08:01:34.000000,2021-01-30 22:10:33.000000,2021-01-30 22:10:24.000000,626.0,22.0,899.0,996.0,2007.0,Web testing library for Robot Framework.,106.0,29,True,,Apache-2.0,2021-01-30 21:54:35.000000,5.0.0,44.0,3456.0,128760.0,,robotframework-seleniumlibrary,1403.0,1255.0,https://pypi.org/project/robotframework-seleniumlibrary,2021-01-30 21:54:35.000000,148.0,128710.0,,,,2.0,,,,,,,,,,,,,,,,,,
177,django-redis-cache,sebleier/django-redis-cache,,django-utils,https://github.com/sebleier/django-redis-cache,https://github.com/sebleier/django-redis-cache,2009-07-03 17:51:56.000000,2021-02-15 07:57:12.000000,2020-10-15 00:10:53.000000,198.0,59.0,65.0,990.0,378.0,A Redis cache backend for django.,46.0,29,True,['django'],BSD-3-Clause,2020-10-15 00:17:01.000000,3.0.0,52.0,,110611.0,,django-redis-cache,4998.0,2724.0,https://pypi.org/project/django-redis-cache,2020-10-15 00:17:01.000000,2274.0,110611.0,,,,2.0,,,,,,,,,,,,,,,,,,
178,netaddr,netaddr/netaddr,,others,https://github.com/netaddr/netaddr,https://github.com/netaddr/netaddr,2010-05-24 23:14:56.000000,2021-02-08 00:54:27.000000,2021-02-08 00:54:27.000000,137.0,28.0,119.0,644.0,616.0,A network address manipulation library for Python.,45.0,29,True,,BSD-3-Clause,2020-07-03 14:43:51.000000,0.8.0,26.0,,1358009.0,conda-forge/netaddr,netaddr,19962.0,11156.0,https://pypi.org/project/netaddr,2020-07-03 14:43:51.000000,8806.0,1356008.0,https://anaconda.org/conda-forge/netaddr,2017-09-16 17:36:03.062000,110077.0,2.0,,,,,,,,,,,,,,,,,,
179,Mako,sqlalchemy/mako,,others,https://github.com/sqlalchemy/mako,https://github.com/sqlalchemy/mako,2016-07-05 15:04:03.129000,2021-01-14 21:21:56.635000,2021-01-14 18:30:47.000000,24.0,62.0,247.0,123.0,862.0,Mako Templates for Python.,50.0,29,True,,MIT,2021-01-14 18:30:35.000000,rel_1_1_4,59.0,,3968704.0,conda-forge/mako,mako,27460.0,,https://pypi.org/project/mako,2021-01-14 18:30:32.000000,27460.0,3937793.0,https://anaconda.org/conda-forge/mako,2021-01-14 21:21:56.635000,1700136.0,2.0,,,,,,,,,,,,,,,,,,
180,thumbor,thumbor/thumbor,,third-party-apis,https://github.com/thumbor/thumbor,https://github.com/thumbor/thumbor,2011-03-16 17:30:05.000000,2021-02-23 17:37:42.000000,2021-01-25 21:10:23.000000,706.0,127.0,726.0,8227.0,2221.0,thumbor is an open-source photo thumbnail service by globo.com.,159.0,28,True,,MIT,2020-03-09 21:00:52.000000,6.7.5,93.0,,6048.0,,thumbor,639.0,265.0,https://pypi.org/project/thumbor,2020-03-25 18:54:55.000000,374.0,6048.0,,,,3.0,,,,,,,,,,,,,,,,,,
181,Pattern,clips/pattern,,web-scraping,https://github.com/clips/pattern,https://github.com/clips/pattern,2011-05-03 15:29:01.000000,2020-12-03 13:45:30.000000,2020-04-25 12:40:40.000000,1541.0,164.0,75.0,7806.0,1434.0,"Web mining module for Python, with tools for scraping, natural language processing, machine learning, network analysis..",30.0,28,True,,BSD-3-Clause,,,2.0,,52107.0,conda-forge/pattern,pattern,1678.0,1066.0,https://pypi.org/project/pattern,2018-08-18 15:11:17.000000,612.0,51735.0,https://anaconda.org/conda-forge/pattern,2020-05-05 12:38:53.775000,5958.0,2.0,,,,,,,,,,,,,,,,,,
182,hug,hugapi/hug,,web-frameworks,https://github.com/hugapi/hug,https://github.com/hugapi/hug,2015-07-17 03:33:50.000000,2021-02-08 21:01:32.000000,2020-08-10 05:07:26.000000,364.0,147.0,297.0,6454.0,2396.0,"Embrace the APIs of the future. Hug aims to make developing APIs as simple as possible, but no simpler.",118.0,28,True,,MIT,2020-02-06 18:13:37.000000,2.6.1,70.0,,12354.0,conda-forge/hug,hug,1426.0,1010.0,https://pypi.org/project/hug,2020-02-06 18:13:37.000000,416.0,10315.0,https://anaconda.org/conda-forge/hug,2020-02-19 03:35:51.547000,106067.0,3.0,,,,,,,,,,,,,,,,,,
183,webpy,webpy/webpy,,web-frameworks,https://github.com/webpy/webpy,https://github.com/webpy/webpy,2008-09-29 03:42:56.000000,2021-02-20 20:35:07.000000,2021-01-07 07:23:53.000000,1307.0,27.0,384.0,5517.0,1042.0,web.py is a web framework for python that is as simple as it is powerful.,82.0,28,True,,Unlicense,2020-11-09 11:30:29.000000,0.62,16.0,,24708.0,,web.py,2222.0,,https://pypi.org/project/web.py,2020-11-09 11:24:34.000000,2222.0,24708.0,,,,3.0,,,,,,,,,,,,,,,,,,
184,django-silk,jazzband/django-silk,,testing,https://github.com/jazzband/django-silk,https://github.com/jazzband/django-silk,2014-05-21 21:14:45.000000,2021-01-30 10:56:36.000000,2021-01-30 05:57:25.000000,238.0,112.0,146.0,2839.0,692.0,Silky smooth profiling for Django.,104.0,28,True,['django'],MIT,2020-08-07 15:46:03.000000,4.1.0,33.0,167.0,111634.0,,django-silk,1619.0,1335.0,https://pypi.org/project/django-silk,2020-08-07 15:46:03.000000,284.0,111632.0,,,,2.0,,,,,,,,,,,,,,,,,,
185,twitter,sixohsix/twitter,,third-party-apis,https://github.com/python-twitter-tools/twitter,https://github.com/python-twitter-tools/twitter,2008-12-15 21:11:26.000000,2021-02-19 14:01:01.000000,2021-02-19 14:01:01.000000,522.0,71.0,211.0,2547.0,710.0,Python Twitter API.,89.0,28,True,,MIT,2017-10-20 08:14:20.000000,1.18.0,50.0,,59830.0,,twitter,4981.0,2925.0,https://pypi.org/project/twitter,2017-10-20 08:14:20.000000,2056.0,59830.0,,,,3.0,,,,,,,,,,,,,,,,python-twitter-tools/twitter,,
186,django-rest-framework-simplejwt,SimpleJWT/django-rest-framework-simplejwt,,auth,https://github.com/SimpleJWT/django-rest-framework-simplejwt,https://github.com/SimpleJWT/django-rest-framework-simplejwt,2017-05-05 17:41:35.000000,2021-02-23 09:48:30.000000,2021-02-22 17:08:36.000000,331.0,81.0,193.0,2204.0,467.0,A JSON Web Token authentication plugin for the Django REST Framework.,40.0,28,True,['django'],MIT,2020-11-13 07:19:10.000000,4.6.0,34.0,,168723.0,,djangorestframework-simplejwt,484.0,,https://pypi.org/project/djangorestframework-simplejwt,2020-11-13 07:19:10.000000,484.0,168723.0,,,,2.0,,,,,,,,,,,,,,,,,,
187,django-activity-stream,justquick/django-activity-stream,,django-utils,https://github.com/justquick/django-activity-stream,https://github.com/justquick/django-activity-stream,2010-02-24 21:16:51.000000,2021-02-12 16:26:01.000000,2021-01-28 18:11:55.000000,461.0,48.0,230.0,1870.0,809.0,Generate generic activity streams from the actions on your site. Users can follow any actors' activities for..,105.0,28,True,['django'],BSD-3-Clause,2021-01-28 07:40:40.000000,0.10.0,35.0,,11864.0,,django-activity-stream,1260.0,600.0,https://pypi.org/project/django-activity-stream,2021-01-28 07:40:40.000000,660.0,11864.0,,,,2.0,,,,,,,,,,,,,,,,,,
188,django-imagekit,matthewwithanm/django-imagekit,,django-utils,https://github.com/matthewwithanm/django-imagekit,https://github.com/matthewwithanm/django-imagekit,2011-02-10 21:01:29.000000,2021-02-13 21:13:43.000000,2021-02-13 21:13:42.000000,235.0,91.0,263.0,1848.0,1028.0,Automated image processing for Django. Currently v4.0.,70.0,28,True,['django'],BSD-3-Clause,2017-11-20 09:30:09.000000,4.0.2,39.0,45.0,33574.0,,django-imagekit,6763.0,4763.0,https://pypi.org/project/django-imagekit,2017-11-20 09:21:52.000000,2000.0,33574.0,,,,2.0,,,,,,,,,,,,,,,,,,
189,Prism,stoplightio/prism,,testing,https://github.com/stoplightio/prism,https://github.com/stoplightio/prism,2016-03-18 03:52:09.000000,2021-02-22 11:40:13.000000,2021-02-22 11:37:28.000000,156.0,28.0,416.0,1790.0,1394.0,"Turn any OpenAPI2/3 and Postman Collection file into an API server with mocking, transformations and validations.",45.0,28,True,['openapi'],Apache-2.0,2020-12-01 19:06:33.293000,4.1.2,143.0,748361.0,93102.0,,,105.0,101.0,,,,,,,,2.0,,,@stoplight/prism-cli,https://www.npmjs.com/package/@stoplight/prism-cli,2020-12-01 19:06:33.293000,4.0,78135.0,,,,,,,,,,,
190,twython,ryanmcgrath/twython,,third-party-apis,https://github.com/ryanmcgrath/twython,https://github.com/ryanmcgrath/twython,2009-04-02 05:01:31.000000,2021-02-06 22:47:57.000000,2021-01-14 23:53:25.000000,396.0,25.0,299.0,1771.0,844.0,"Actively maintained, pure Python wrapper for the Twitter API. Supports both normal and streaming Twitter APIs.",100.0,28,True,,MIT,2020-04-04 23:21:39.000000,3.8.2,59.0,,37019.0,conda-forge/twython,twython,6423.0,4167.0,https://pypi.org/project/twython,2020-04-04 23:21:39.000000,2256.0,31736.0,https://anaconda.org/conda-forge/twython,2018-05-08 05:03:20.094000,237760.0,3.0,,,,,,,,,,,,,,,,,,
191,slacker,os/slacker,,third-party-apis,https://github.com/os/slacker,https://github.com/os/slacker,2014-03-12 15:13:32.000000,2020-07-03 04:29:17.000000,2020-07-03 04:29:16.000000,246.0,30.0,61.0,1611.0,356.0,Full-featured Python interface for the Slack API.,44.0,28,True,,Apache-2.0,2020-02-15 09:06:13.000000,0.14.0,57.0,,342236.0,conda-forge/slacker,slacker,4286.0,2302.0,https://pypi.org/project/slacker,2020-02-15 09:06:13.000000,1984.0,339560.0,https://anaconda.org/conda-forge/slacker,2020-02-28 19:46:11.049000,149882.0,3.0,,,,,,,,,,,,,,,,,,
192,pyotp,pyauth/pyotp,,auth,https://github.com/pyauth/pyotp,https://github.com/pyauth/pyotp,2011-09-23 13:10:31.000000,2021-02-23 14:33:28.000000,2021-02-06 20:26:56.000000,223.0,3.0,61.0,1598.0,,Python One-Time Password Library.,36.0,28,True,,MIT,2021-02-04 19:47:49.000000,2.6.0,21.0,84.0,930012.0,conda-forge/pyotp,pyotp,3567.0,2681.0,https://pypi.org/project/pyotp,2021-02-04 19:47:49.000000,886.0,929701.0,https://anaconda.org/conda-forge/pyotp,2021-02-04 21:15:23.858000,7130.0,2.0,,,,,,,,,,,,,,,,,,
193,flask-security,mattupstate/flask-security,,flask-utils,https://github.com/mattupstate/flask-security,https://github.com/mattupstate/flask-security,2012-03-07 19:44:05.000000,2021-01-25 19:17:07.000000,2020-04-23 15:22:46.000000,469.0,137.0,388.0,1553.0,886.0,Quick and simple security for Flask applications.,127.0,28,True,['flask'],MIT,2017-06-14 13:28:38.000000,3.0.0,26.0,,28400.0,conda-forge/flask-security,flask-security,7653.0,5019.0,https://pypi.org/project/flask-security,2017-06-14 13:28:38.000000,2634.0,27780.0,https://anaconda.org/conda-forge/flask-security,2017-09-18 17:08:03.109000,28530.0,1.0,,,,,,,,,,,,,,,,,,
194,django-rq,rq/django-rq,,django-utils,https://github.com/rq/django-rq,https://github.com/rq/django-rq,2012-05-15 10:21:58.000000,2021-02-22 05:31:17.000000,2021-01-26 06:11:17.000000,218.0,48.0,214.0,1350.0,534.0,A simple app that provides django integration for RQ (Redis Queue).,92.0,28,True,['django'],MIT,2020-11-08 03:40:15.000000,2.4.0,43.0,,32701.0,,django-rq,2124.0,1340.0,https://pypi.org/project/django-rq,2020-11-08 03:37:23.000000,784.0,32701.0,,,,2.0,,,,,,,,,,,,,,,,,,
195,django-constance,jazzband/django-constance,,django-utils,https://github.com/jazzband/django-constance,https://github.com/jazzband/django-constance,2010-09-20 12:42:29.000000,2021-01-13 19:45:43.000000,2021-01-13 19:45:37.000000,271.0,23.0,205.0,1271.0,592.0,Dynamic Django settings.,118.0,28,True,['django'],BSD-3-Clause,2020-11-20 13:09:51.000000,2.8.0,27.0,,42295.0,,django-constance,1282.0,744.0,https://pypi.org/project/django-constance,2020-11-20 13:09:51.000000,538.0,42295.0,,,,2.0,,,,,,,,,,,,,,,,,,
196,django-q,Koed00/django-q,,django-utils,https://github.com/Koed00/django-q,https://github.com/Koed00/django-q,2015-06-14 12:37:08.000000,2021-02-17 10:08:08.000000,2021-02-14 17:59:04.000000,164.0,154.0,118.0,1212.0,1190.0,A multiprocessing distributed task queue for Django.,52.0,28,True,['django'],MIT,2020-10-29 09:11:24.000000,1.3.4,73.0,,14449.0,,django-q,607.0,477.0,https://pypi.org/project/django-q,2020-10-29 09:11:24.000000,130.0,14449.0,,,,2.0,,,,,,,,,,,,,,,,,,
197,simple-salesforce,simple-salesforce/simple-salesforce,,third-party-apis,https://github.com/simple-salesforce/simple-salesforce,https://github.com/simple-salesforce/simple-salesforce,2013-01-17 20:08:57.000000,2021-02-19 22:57:21.000000,2020-12-21 15:35:26.000000,482.0,128.0,168.0,1056.0,381.0,A very simple Salesforce.com REST API client for Python.,63.0,28,True,,Apache-2.0,2020-12-07 14:14:44.000000,1.11.0,35.0,,850889.0,conda-forge/simple-salesforce,simple-salesforce,276.0,,https://pypi.org/project/simple-salesforce,2020-07-14 15:42:36.000000,276.0,850211.0,https://anaconda.org/conda-forge/simple-salesforce,2020-12-11 15:45:59.182000,30541.0,3.0,,,,,,,,,,,,,,,,,,
