,name,github_id,resource,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,labels,license,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,conda_dependent_project_count,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,licenses,apt_id
116,pyppeteer,miyakogi/pyppeteer,,testing,https://github.com/miyakogi/pyppeteer,https://github.com/miyakogi/pyppeteer,2017-08-28 16:39:17.000000,2021-01-08 05:25:38.000000,2020-05-08 09:48:22.000000,367.0,154.0,100.0,3406.0,746.0,Headless chrome/chromium automation library (unofficial port of puppeteer).,24.0,30,True,,MIT,2021-01-08 05:25:38.000000,0.2.5,27.0,,422252.0,conda-forge/pyppeteer,pyppeteer,3953.0,3583.0,https://pypi.org/project/pyppeteer,2021-01-08 05:25:38.000000,370.0,421604.0,https://anaconda.org/conda-forge/pyppeteer,2020-09-19 11:30:38.099000,16201.0,2.0,,,,,,,,,,,,,,,,,,
117,spotipy,plamere/spotipy,,third-party-apis,https://github.com/plamere/spotipy,https://github.com/plamere/spotipy,2014-04-05 13:11:25.000000,2021-02-19 15:30:11.000000,2021-01-30 21:10:30.000000,640.0,21.0,363.0,3068.0,543.0,A light weight Python library for the Spotify Web API.,131.0,30,True,,MIT,2020-10-24 13:46:38.000000,2.16.1,38.0,,176850.0,,spotipy,5043.0,4119.0,https://pypi.org/project/spotipy,2020-10-24 13:42:43.000000,924.0,176850.0,,,,2.0,,,,,,,,,,,,,,,,,,
118,django-grappelli,sehmaschine/django-grappelli,,admin-ui,https://github.com/sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,2010-03-26 12:25:59.000000,2021-02-03 12:34:23.000000,2021-02-03 12:34:22.000000,608.0,19.0,637.0,2990.0,1800.0,A jazzy skin for the Django Admin-Interface (official repository).,73.0,30,True,['django'],BSD-3-Clause,2020-11-24 14:31:22.000000,2.14.2,64.0,,54645.0,conda-forge/django-grappelli,django-grappelli,7290.0,3916.0,https://pypi.org/project/django-grappelli,2020-11-24 15:01:47.000000,3374.0,53410.0,https://anaconda.org/conda-forge/django-grappelli,2020-11-24 17:15:21.234000,72881.0,2.0,,,,,,,,,,,,,,,,,,
119,django-guardian,django-guardian/django-guardian,,auth,https://github.com/django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,2010-06-04 23:15:37.000000,2021-01-04 17:34:28.000000,2020-10-19 12:50:09.000000,505.0,103.0,312.0,2879.0,935.0,Per object permissions for Django.,155.0,30,True,['django'],BSD-3-Clause,2020-06-07 23:52:17.000000,2.3.0,42.0,,79188.0,conda-forge/django-guardian,django-guardian,7637.0,3855.0,https://pypi.org/project/django-guardian,2020-06-07 23:52:17.000000,3782.0,78596.0,https://anaconda.org/conda-forge/django-guardian,2019-09-08 23:35:21.475000,26068.0,2.0,,,,,,,,,,,,,,,,,,
120,python-social-auth,omab/python-social-auth,,auth,https://github.com/omab/python-social-auth,https://github.com/omab/python-social-auth,2012-12-12 16:08:42.000000,2019-10-03 00:57:30.000000,2017-02-04 13:10:59.000000,1140.0,18.0,642.0,2796.0,1973.0,Social auth made simple.,283.0,30,False,,BSD-3-Clause,2017-02-03 12:20:08.000000,0.3.6,55.0,,13659.0,,python-social-auth,9255.0,4747.0,https://pypi.org/project/python-social-auth,2017-02-03 12:20:08.000000,4508.0,13659.0,,,,2.0,,,,,,,,,,,,,,,,,,
121,factory_boy,FactoryBoy/factory_boy,,testing,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,2011-05-11 08:26:59.000000,2021-02-18 11:08:13.000000,2021-02-18 10:28:40.000000,312.0,142.0,337.0,2421.0,873.0,A test fixtures replacement for Python.,112.0,30,True,['django'],MIT,2018-05-05 15:05:40.000000,2.11.1,36.0,,592742.0,,factory_boy,4256.0,,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000000,4256.0,592742.0,,,,2.0,,,,,,,,,,,,,,,,,,
122,django-oauth-toolkit,jazzband/django-oauth-toolkit,,auth,https://github.com/jazzband/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,2013-05-20 15:46:18.000000,2021-02-23 16:10:34.000000,2021-02-16 13:08:29.000000,596.0,144.0,448.0,2183.0,1096.0,OAuth2 goodies for the Djangonauts!.,168.0,30,True,['django'],BSD-3-Clause,2021-02-08 15:53:04.000000,1.4.0,32.0,,97862.0,,django-oauth-toolkit,1990.0,,https://pypi.org/project/django-oauth-toolkit,2021-02-08 15:53:04.000000,1990.0,97862.0,,,,2.0,,,,,,,,,,,,,,,,,,
123,django-environ,joke2k/django-environ,,django-utils,https://github.com/joke2k/django-environ,https://github.com/joke2k/django-environ,2013-04-02 13:50:07.000000,2021-01-18 12:41:10.000000,2020-07-20 18:02:39.000000,231.0,117.0,74.0,2163.0,238.0,Django-environ allows you to utilize 12factor inspired environment variables to configure your Django application.,55.0,30,True,['django'],MIT,2018-06-25 17:00:55.000000,0.4.5,11.0,,345876.0,conda-forge/django-environ,django-environ,50844.0,44084.0,https://pypi.org/project/django-environ,2018-06-25 16:52:20.000000,6760.0,344842.0,https://anaconda.org/conda-forge/django-environ,2018-07-09 17:25:55.132000,43434.0,2.0,,,,,,,,,,,,,,,,,,
124,python-markdown2,trentm/python-markdown2,,markdown,https://github.com/trentm/python-markdown2,https://github.com/trentm/python-markdown2,2011-01-31 00:30:02.000000,2021-02-14 03:41:35.000000,2021-02-14 03:41:30.000000,360.0,102.0,143.0,2149.0,732.0,markdown2: A fast and complete implementation of Markdown in Python.,59.0,30,True,,MIT,2021-01-22 20:51:09.000000,2.4.0,41.0,,122584.0,,markdown2,13109.0,8671.0,https://pypi.org/project/markdown2,2021-01-22 20:51:09.000000,4438.0,122584.0,,,,2.0,,,,,,,,,,,,,,,,,,
125,django-redis,jazzband/django-redis,,django-utils,https://github.com/jazzband/django-redis,https://github.com/jazzband/django-redis,2012-04-17 16:29:49.000000,2021-01-16 19:13:33.000000,2021-01-16 07:59:50.000000,333.0,29.0,226.0,1985.0,910.0,Full featured redis cache backend for Django.,115.0,30,True,['django'],BSD-3-Clause,2020-05-27 11:38:54.000000,4.12.1,63.0,,489384.0,,django-redis,6728.0,,https://pypi.org/project/django-redis,2020-05-27 11:38:54.000000,6728.0,489384.0,,,,2.0,,,,,,,,,,,,,,,,,,
126,pyquery,gawel/pyquery,,html-processing,https://github.com/gawel/pyquery,https://github.com/gawel/pyquery,2012-11-28 20:27:39.000000,2021-02-24 15:42:42.000000,2021-02-24 15:42:36.000000,163.0,45.0,118.0,1973.0,433.0,A jquery-like library for python.,46.0,30,True,,BSD-3-Clause,2020-11-21 09:17:43.000000,1.4.3,35.0,,297032.0,conda-forge/pyquery,pyquery,16346.0,10112.0,https://pypi.org/project/pyquery,2020-11-21 09:17:43.000000,6234.0,296711.0,https://anaconda.org/conda-forge/pyquery,2020-11-27 04:30:29.453000,12875.0,3.0,,,,,,,,,,,,,,,,,,
127,HTTPretty,gabrielfalcao/HTTPretty,,testing,https://github.com/gabrielfalcao/HTTPretty,https://github.com/gabrielfalcao/HTTPretty,2011-01-28 14:59:02.000000,2021-01-17 17:53:28.000000,2021-01-17 17:53:22.000000,242.0,89.0,127.0,1854.0,646.0,HTTP client mocking tool for Python - inspired by Fakeweb for Ruby.,102.0,30,True,,MIT,2021-01-06 02:43:42.000000,1.0.5,54.0,,125597.0,conda-forge/httpretty,httpretty,9458.0,4178.0,https://pypi.org/project/httpretty,2021-01-06 02:43:42.000000,5280.0,124282.0,https://anaconda.org/conda-forge/httpretty,2021-01-06 04:13:00.207000,77597.0,2.0,,,,,,,,,,,,,,,,,,
128,xhtml2pdf,xhtml2pdf/xhtml2pdf,,html-processing,https://github.com/xhtml2pdf/xhtml2pdf,https://github.com/xhtml2pdf/xhtml2pdf,2011-05-16 13:45:29.000000,2021-01-20 16:11:32.618000,2020-10-31 17:13:02.000000,540.0,100.0,183.0,1748.0,945.0,A library for converting HTML into PDFs using ReportLab.,133.0,30,True,,Apache-2.0,2020-10-08 18:57:39.000000,0.2.5,20.0,,133059.0,conda-forge/xhtml2pdf,xhtml2pdf,5909.0,4345.0,https://pypi.org/project/xhtml2pdf,2020-10-08 18:57:39.000000,1564.0,132345.0,https://anaconda.org/conda-forge/xhtml2pdf,2021-01-20 16:11:32.618000,16433.0,3.0,,,,,,,,,,,,,,,,,,
129,whitenoise,evansd/whitenoise,,servers,https://github.com/evansd/whitenoise,https://github.com/evansd/whitenoise,2013-08-08 11:02:06.000000,2021-01-26 13:40:07.000000,2020-12-14 09:00:42.000000,98.0,19.0,175.0,1622.0,515.0,Radically simplified static file serving for Python web apps.,45.0,30,True,,MIT,2020-08-04 09:33:41.000000,5.2.0,44.0,,419660.0,conda-forge/whitenoise,whitenoise,162754.0,136482.0,https://pypi.org/project/whitenoise,2020-08-04 09:33:41.000000,26272.0,418609.0,https://anaconda.org/conda-forge/whitenoise,2020-10-13 13:46:24.606000,44179.0,2.0,,,,,,,,,,,,,,,,,,
130,daphne,django/daphne,,websocket,https://github.com/django/daphne,https://github.com/django/daphne,2015-12-23 17:06:46.000000,2021-02-03 16:37:30.000000,2020-11-12 19:34:13.000000,178.0,36.0,219.0,1473.0,363.0,Django Channels HTTP/WebSocket server.,57.0,30,True,['django'],BSD-3-Clause,2020-11-12 19:38:46.000000,3.0.1,54.0,,124991.0,conda-forge/daphne,daphne,9838.0,8358.0,https://pypi.org/project/daphne,2020-11-12 19:38:46.000000,1480.0,121674.0,https://anaconda.org/conda-forge/daphne,2020-11-12 20:59:11.622000,33172.0,3.0,,,,,,,,,,,,,,,,,,
131,sorl-thumbnail,jazzband/sorl-thumbnail,,django-utils,https://github.com/jazzband/sorl-thumbnail,https://github.com/jazzband/sorl-thumbnail,2010-11-12 00:46:35.000000,2020-12-22 09:24:41.000000,2020-12-07 07:47:15.000000,442.0,110.0,271.0,1463.0,979.0,Thumbnails for Django.,144.0,30,True,['django'],BSD-3-Clause,2020-11-23 18:34:27.000000,12.7.0,30.0,,71932.0,,sorl-thumbnail,11313.0,6329.0,https://pypi.org/project/sorl-thumbnail,2020-11-23 18:34:27.000000,4984.0,71932.0,,,,2.0,,,,,,,,,,,,,,,,,,
132,twilio,twilio/twilio-python,,third-party-apis,https://github.com/twilio/twilio-python,https://github.com/twilio/twilio-python,2009-09-15 05:33:57.000000,2021-02-24 22:01:39.813000,2021-02-24 20:37:36.000000,562.0,13.0,233.0,1444.0,,A Python module for communicating with the Twilio API and generating TwiML.,119.0,30,True,,MIT,2021-02-24 20:38:53.000000,6.53.0,232.0,,604310.0,conda-forge/twilio,twilio,21705.0,14971.0,https://pypi.org/project/twilio,2021-02-10 23:20:23.000000,6734.0,602151.0,https://anaconda.org/conda-forge/twilio,2021-02-24 22:01:39.813000,34558.0,2.0,,,,,,,,,,,,,,,,,,
133,rdflib,RDFLib/rdflib,,others,https://github.com/RDFLib/rdflib,https://github.com/RDFLib/rdflib,2012-02-03 05:49:13.000000,2021-02-24 11:52:01.000000,2021-02-24 11:51:58.000000,398.0,238.0,580.0,1394.0,3425.0,"RDFLib is a Python library for working with RDF, a simple yet powerful language for representing information.",148.0,30,True,,BSD-3-Clause,2020-04-18 04:48:42.000000,5.0.0,19.0,,138859.0,conda-forge/rdflib,rdflib,8380.0,5246.0,https://pypi.org/project/rdflib,2020-04-18 01:33:53.000000,3134.0,135861.0,https://anaconda.org/conda-forge/rdflib,2021-01-13 23:54:07.934000,140952.0,2.0,,,,,,,,,,,,,,,,,,
134,django-tables2,jieter/django-tables2,,django-utils,https://github.com/jieter/django-tables2,https://github.com/jieter/django-tables2,2010-12-07 05:26:16.000000,2021-02-22 10:16:32.000000,2021-02-22 10:16:31.000000,368.0,44.0,463.0,1350.0,1345.0,django-tables2 - An app for creating HTML tables.,131.0,30,True,['django'],BSD-2-Clause,2021-01-10 12:06:01.000000,2.3.4,117.0,,51883.0,,django-tables2,5427.0,3727.0,https://pypi.org/project/django-tables2,2021-01-10 12:06:01.000000,1700.0,51883.0,,,,2.0,,,,,,,,,,,,,,,,,,
135,jira,pycontribs/jira,,third-party-apis,https://github.com/pycontribs/jira,https://github.com/pycontribs/jira,2014-06-28 14:06:53.000000,2021-02-24 10:27:18.000000,2020-06-05 16:02:40.000000,640.0,119.0,434.0,1308.0,1229.0,"Python JIRA Library is the easiest way to automate JIRA. Support for py27 was dropped on 2019-10-14, do not raise bugs..",187.0,30,True,,BSD-2-Clause,2020-07-28 13:33:27.000000,3.0,55.0,639.0,820123.0,conda-forge/jira,jira,1816.0,,https://pypi.org/project/jira,2019-10-15 10:43:01.000000,1816.0,819086.0,https://anaconda.org/conda-forge/jira,2018-07-17 03:36:55.140000,47108.0,2.0,,,,,,,,,,,,,,,,,,
136,feedparser,kurtmckee/feedparser,,web-scraping,https://github.com/kurtmckee/feedparser,https://github.com/kurtmckee/feedparser,2010-11-26 02:53:24.000000,2021-01-27 12:45:37.000000,2021-01-01 20:41:32.000000,254.0,66.0,110.0,1190.0,1040.0,Parse feeds in Python.,42.0,30,True,,BSD-2-Clause,2020-10-25 17:38:15.000000,6.0.2,15.0,,417148.0,,feedparser,13774.0,,https://pypi.org/project/feedparser,2020-10-25 17:38:15.000000,13774.0,417148.0,,,,1.0,,,,,,,,,,,,,,,,,,
137,easy-thumbnails,SmileyChris/easy-thumbnails,,django-utils,https://github.com/SmileyChris/easy-thumbnails,https://github.com/SmileyChris/easy-thumbnails,2009-10-08 03:44:26.000000,2021-01-26 05:55:43.000000,2021-01-22 08:38:40.000000,297.0,84.0,299.0,1188.0,685.0,Easy thumbnails for Django.,82.0,30,True,['django'],BSD-3-Clause,2020-11-23 11:00:19.000000,2.7.1,43.0,,61376.0,,easy-thumbnails,10781.0,6729.0,https://pypi.org/project/easy-thumbnails,2020-11-23 11:15:59.000000,4052.0,61376.0,,,,2.0,,,,,,,,,,,,,,,,,,
138,PySocks,Anorov/PySocks,,others,https://github.com/Anorov/PySocks,https://github.com/Anorov/PySocks,2012-02-21 09:10:49.000000,2021-01-10 15:22:47.613000,2019-09-20 02:47:40.000000,244.0,36.0,61.0,1002.0,230.0,A SOCKS proxy client and wrapper for Python.,32.0,30,False,,BSD-3-Clause,2019-09-20 02:06:20.000000,1.7.1,19.0,,1412697.0,conda-forge/pysocks,pysocks,52450.0,46186.0,https://pypi.org/project/pysocks,2019-09-20 02:06:20.000000,6264.0,1243385.0,https://anaconda.org/conda-forge/pysocks,2021-01-10 15:22:47.613000,9142865.0,2.0,,,,,,,,,,,,,,,,,,
139,pytest-django,pytest-dev/pytest-django,,testing,https://github.com/pytest-dev/pytest-django,https://github.com/pytest-dev/pytest-django,2011-09-29 19:35:55.000000,2021-02-22 18:09:48.000000,2021-01-14 14:03:50.000000,274.0,126.0,315.0,857.0,1093.0,A Django plugin for pytest.,116.0,30,True,['django'],BSD-3-Clause,2020-10-22 19:19:04.000000,4.1.0,54.0,,543563.0,,pytest-django,10934.0,,https://pypi.org/project/pytest-django,2020-10-22 19:02:03.000000,10934.0,543563.0,,,,2.0,,,,,,,,,,,,,,,,,,
140,requests-toolbelt,requests/toolbelt,,http-clients,https://github.com/requests/toolbelt,https://github.com/requests/toolbelt,2013-12-29 21:19:08.000000,2021-02-17 13:56:01.000000,2021-01-11 23:42:17.000000,131.0,53.0,93.0,743.0,547.0,A toolbelt of useful classes and functions to be used with python-requests.,57.0,30,True,,Apache-2.0,2019-01-30 01:29:52.000000,0.9.1,17.0,,4949687.0,conda-forge/requests-toolbelt,requests-toolbelt,32374.0,24188.0,https://pypi.org/project/requests-toolbelt,2019-01-30 01:29:52.000000,8186.0,4943071.0,https://anaconda.org/conda-forge/requests-toolbelt,2019-01-30 10:52:02.782000,390364.0,3.0,,,,,,,,,,,,,,,,,,
141,pyopenssl,pyca/pyopenssl,,others,https://github.com/pyca/pyopenssl,https://github.com/pyca/pyopenssl,2014-01-09 20:10:36.000000,2021-02-21 04:05:33.000000,2021-02-21 04:05:33.000000,361.0,74.0,350.0,699.0,,A Python wrapper around the OpenSSL library.,93.0,30,True,,Apache-2.0,2020-12-15 15:31:57.000000,20.0.1,25.0,,16860024.0,conda-forge/pyopenssl,pyopenssl,28376.0,,https://pypi.org/project/pyopenssl,2020-12-15 15:31:57.000000,28376.0,16696423.0,https://anaconda.org/conda-forge/pyopenssl,2020-12-15 18:12:40.442000,8507290.0,2.0,,,,,,,,,,,,,,,,,,
142,Yarl,aio-libs/yarl,,url-utils,https://github.com/aio-libs/yarl,https://github.com/aio-libs/yarl,2016-08-02 12:56:42.000000,2021-02-22 07:23:40.000000,2021-02-22 07:23:39.000000,87.0,27.0,146.0,609.0,842.0,Yet another URL library.,58.0,30,True,,Apache-2.0,2020-11-14 20:19:58.000000,1.6.3,83.0,1349.0,14260970.0,conda-forge/yarl,yarl,4568.0,,https://pypi.org/project/yarl,2020-11-14 20:16:31.000000,4568.0,14231468.0,https://anaconda.org/conda-forge/yarl,2021-01-11 08:48:39.505000,1326495.0,2.0,,,,,,,,,,,,,,,,,,
143,terminado,jupyter/terminado,,others,https://github.com/jupyter/terminado,https://github.com/jupyter/terminado,2014-09-29 23:44:25.000000,2021-01-16 02:00:07.868000,2021-01-04 16:48:15.000000,59.0,22.0,27.0,268.0,304.0,Terminals served by tornado websockets.,26.0,30,True,,BSD-3-Clause,2021-02-24 10:37:29.000000,0.9.2,17.0,,5455704.0,conda-forge/terminado,terminado,13612.0,,https://pypi.org/project/terminado,2021-01-04 16:50:40.000000,13612.0,5400770.0,https://anaconda.org/conda-forge/terminado,2021-01-16 02:00:07.868000,3186225.0,2.0,,,,,,,,,,,,,,,,,,
144,You-Get,soimort/you-get,,web-scraping,https://github.com/soimort/you-get,https://github.com/soimort/you-get,2012-08-20 15:53:36.000000,2021-02-17 13:17:23.000000,2021-02-08 16:35:23.000000,8077.0,352.0,,39215.0,2352.0,Dumb downloader that scrapes the web.,224.0,29,True,,MIT,2020-12-26 18:24:57.000000,0.4.1500,159.0,332033.0,14832.0,,you-get,36.0,,https://pypi.org/project/you-get,2020-12-26 18:22:17.000000,36.0,10972.0,,,,1.0,you-get,,,,,,,,,,,,,,,,,
145,Kong,kong/kong,,api-proxies,https://github.com/Kong/kong,https://github.com/Kong/kong,2014-11-17 23:56:08.000000,2021-02-25 12:04:33.000000,2021-02-24 13:46:34.000000,3690.0,385.0,3042.0,28764.0,6439.0,The Cloud-Native API Gateway.,228.0,29,True,,Apache-2.0,2021-02-09 18:22:18.000000,2.3.2,100.0,525471.0,2923257.0,,,,,,,,,,,,1.0,,,,,,,,,,,kong,https://hub.docker.com/r/_/kong,2021-02-25 00:16:15.726259,540.0,218664794.0,,,
146,swagger-codegen,swagger-api/swagger-codegen,,openapi-utils,https://github.com/swagger-api/swagger-codegen,https://github.com/swagger-api/swagger-codegen,2011-07-06 14:26:48.000000,2021-02-24 13:55:50.000000,2021-02-06 05:58:54.000000,5467.0,2839.0,3085.0,12693.0,11239.0,"swagger-codegen contains a template-driven engine to generate documentation, API clients and server stubs in different..",1186.0,29,True,['openapi'],Apache-2.0,2020-12-29 20:51:33.000000,3.0.24,61.0,,,,,526.0,526.0,,,,,,,,2.0,,io.swagger.codegen.v3.swagger-codegen-maven-plugin,,,,,,https://search.maven.org/artifact/io.swagger.codegen.v3.swagger-codegen-maven-plugin,,,,,,,,,,
147,InstaPy,timgrossmann/InstaPy,,third-party-apis,https://github.com/timgrossmann/InstaPy,https://github.com/timgrossmann/InstaPy,2016-09-26 20:36:26.000000,2021-02-22 19:51:38.000000,2021-02-22 17:31:09.000000,3088.0,146.0,4858.0,12364.0,3245.0,Instagram Bot - Tool for automated Instagram interactions.,294.0,29,True,,GPL-3.0,2021-01-07 18:41:10.000000,0.6.13,49.0,,5025.0,,instapy,336.0,325.0,https://pypi.org/project/instapy,2021-01-07 18:41:10.000000,11.0,5025.0,,,,2.0,,,,,,,,,,,,,,,,,,
148,speedtest-cli,sivel/speedtest-cli,,others,https://github.com/sivel/speedtest-cli,https://github.com/sivel/speedtest-cli,2012-09-10 19:17:53.000000,2021-01-19 23:04:54.000000,2019-08-22 14:48:18.000000,1457.0,47.0,,10511.0,295.0,Command line interface for testing internet bandwidth using speedtest.net.,10.0,29,False,,Apache-2.0,2019-08-22 14:51:02.000000,2.1.2,27.0,,45875.0,,speedtest-cli,9749.0,8849.0,https://pypi.org/project/speedtest-cli,2019-08-22 14:49:50.000000,900.0,45875.0,,,,2.0,,,,,,,,,,,,,,,,,,
149,httpbin,postmanlabs/httpbin,,others,https://github.com/postmanlabs/httpbin,https://github.com/postmanlabs/httpbin,2011-05-20 21:14:01.000000,2021-02-24 00:28:03.000000,2018-11-07 20:31:50.000000,1378.0,130.0,239.0,9607.0,841.0,"HTTP Request & Response Service, written in Python + Flask.",108.0,29,False,['flask'],ISC,2018-05-08 12:00:46.000000,0.7.0,13.0,,48632.0,,httpbin,1857.0,759.0,https://pypi.org/project/httpbin,2018-05-08 12:00:46.000000,1098.0,48632.0,,,,2.0,,,,,,,,,,,,,,,,,,
150,django-cms,django-cms/django-cms,,cms,https://github.com/django-cms/django-cms,https://github.com/django-cms/django-cms,2009-03-05 10:14:18.000000,2021-02-24 08:42:54.000000,2021-02-23 17:20:39.000000,2593.0,246.0,3091.0,8025.0,,The easy-to-use and developer-friendly CMS.,565.0,29,True,['django'],BSD-3-Clause,2020-10-28 12:25:57.000000,3.8.0,92.0,,20006.0,,django-cms,6791.0,3699.0,https://pypi.org/project/django-cms,2020-10-28 12:25:57.000000,3092.0,20006.0,,,,2.0,,,,,,,,,,,,,,,,,,
151,eve,pyeve/eve,,web-frameworks,https://github.com/pyeve/eve,https://github.com/pyeve/eve,2012-10-22 07:39:33.000000,2021-02-23 16:42:19.000000,2021-02-20 10:07:38.000000,724.0,29.0,915.0,6297.0,3290.0,REST API framework designed for human beings.,203.0,29,True,,BSD-3-Clause,2021-01-25 09:18:46.000000,1.1.5,47.0,,4810.0,,eve,1651.0,937.0,https://pypi.org/project/eve,2021-01-25 09:18:46.000000,714.0,4810.0,,,,3.0,,,,,,,,,,,,,,,,,,
152,mezzanine,stephenmcd/mezzanine,,cms,https://github.com/stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,2010-05-29 12:16:55.000000,2021-02-08 20:57:39.000000,2020-09-10 00:59:07.000000,1496.0,78.0,962.0,4219.0,5233.0,CMS framework for Django.,316.0,29,True,['django'],BSD-2-Clause,2018-08-08 01:20:56.000000,4.3.1,130.0,,1704.0,,mezzanine,2378.0,,https://pypi.org/project/mezzanine,2020-09-09 01:40:20.000000,2378.0,1704.0,,,,2.0,,,,,,,,,,,,,,,,,,
153,WeasyPrint,Kozea/WeasyPrint,,html-processing,https://github.com/Kozea/WeasyPrint,https://github.com/Kozea/WeasyPrint,2011-08-09 14:14:24.000000,2021-02-23 15:02:29.000000,2021-02-21 23:20:07.000000,473.0,162.0,928.0,4129.0,3978.0,The awesome document factory.,101.0,29,True,,BSD-3-Clause,2020-12-06 18:24:10.000000,52.2,69.0,,176339.0,,weasyprint,1240.0,,https://pypi.org/project/weasyprint,2020-12-06 18:16:17.000000,1240.0,176339.0,,,,3.0,,,,,,,,,,,,,,,,,,
154,Dredd,apiaryio/dredd,,testing,https://github.com/apiaryio/dredd,https://github.com/apiaryio/dredd,2013-09-04 12:21:35.000000,2021-02-24 17:29:18.000000,2021-02-23 18:53:58.000000,277.0,221.0,573.0,3612.0,3270.0,Language-agnostic HTTP API Testing Tool.,107.0,29,True,['openapi'],MIT,2020-11-30 13:59:20.385000,14.0.0,222.0,,53660.0,,dredd_hooks,1004.0,660.0,https://pypi.org/project/dredd_hooks,2018-04-09 12:47:29.000000,38.0,2342.0,,,,2.0,,,dredd,https://www.npmjs.com/package/dredd,2020-11-30 13:59:20.385000,306.0,51318.0,,,,,,,,,,,
155,graphene-django,graphql-python/graphene-django,,graphql,https://github.com/graphql-python/graphene-django,https://github.com/graphql-python/graphene-django,2016-09-17 23:26:25.000000,2021-02-25 13:06:05.000000,2021-02-23 17:50:19.000000,581.0,94.0,587.0,3393.0,,Integrate GraphQL into your Django project.,180.0,29,True,"['django', 'graphql']",MIT,2020-12-31 06:55:57.000000,2.15.0,51.0,,94054.0,conda-forge/graphene-django,graphene-django,5830.0,5048.0,https://pypi.org/project/graphene-django,2020-12-31 06:55:57.000000,782.0,93427.0,https://anaconda.org/conda-forge/graphene-django,2021-01-09 00:24:55.718000,7525.0,1.0,,,,,,,,,,,,,,,,,,
156,python-twitter,bear/python-twitter,,third-party-apis,https://github.com/bear/python-twitter,https://github.com/bear/python-twitter,2012-09-12 06:51:02.000000,2021-02-19 05:03:17.000000,2020-05-12 20:50:36.000000,938.0,90.0,307.0,3137.0,1050.0,A Python wrapper around the Twitter API.,154.0,29,True,,Apache-2.0,2018-09-29 23:52:35.000000,3.5,23.0,,90846.0,,python-twitter,8633.0,5291.0,https://pypi.org/project/python-twitter,2018-11-03 12:32:06.000000,3342.0,90846.0,,,,2.0,,,,,,,,,,,,,,,,,,
157,slackclient,slackapi/python-slack-sdk,,third-party-apis,https://github.com/slackapi/python-slack-sdk,https://github.com/slackapi/python-slack-sdk,2014-11-10 21:32:02.000000,2021-02-24 23:19:57.000000,2021-02-24 23:19:57.000000,721.0,17.0,496.0,3073.0,,Slack Developer Kit for Python.,121.0,29,True,,MIT,2021-02-19 04:45:24.000000,3.4.0,58.0,308.0,3391877.0,conda-forge/slackclient,slackclient,3718.0,,https://pypi.org/project/slackclient,2020-10-22 00:34:16.000000,3718.0,3386922.0,https://anaconda.org/conda-forge/slackclient,2021-01-13 16:22:20.276000,267342.0,2.0,,,,,,,,,,,,,,,,,,
158,google-maps-services-python,googlemaps/google-maps-services-python,,third-party-apis,https://github.com/googlemaps/google-maps-services-python,https://github.com/googlemaps/google-maps-services-python,2014-08-15 04:35:30.000000,2021-02-25 13:06:44.000000,2020-07-28 17:45:55.000000,1048.0,17.0,191.0,3068.0,459.0,Python client library for Google Maps API Web Services.,51.0,29,True,,Apache-2.0,2020-07-28 17:47:05.000000,4.4.2,36.0,,320314.0,,googlemaps,7551.0,5245.0,https://pypi.org/project/googlemaps,2020-07-28 17:47:05.000000,2306.0,320314.0,,,,2.0,,,,,,,,,,,,,,,,,,
159,django-rest-framework-jwt,jpadilla/django-rest-framework-jwt,,auth,https://github.com/jpadilla/django-rest-framework-jwt,https://github.com/jpadilla/django-rest-framework-jwt,2014-01-16 04:54:06.000000,2020-05-07 23:27:06.000000,2019-08-13 02:11:02.000000,554.0,164.0,187.0,3055.0,369.0,JSON Web Token Authentication support for Django REST Framework.,61.0,29,False,,MIT,2017-06-23 23:57:19.000000,1.11.0,25.0,,134825.0,,djangorestframework-jwt,19850.0,15998.0,https://pypi.org/project/djangorestframework-jwt,2017-06-23 23:47:52.000000,3852.0,134825.0,,,,2.0,,,,,,,,,,,,,,,,,,
