,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,labels,latest_stable_release_published_at,latest_stable_release_number,release_count,github_release_downloads,monthly_downloads,conda_id,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,brew_id,maven_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,conda_dependent_project_count,new_addition,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,licenses,apt_id
294,Prometheus Client,prometheus/client_python,,monitoring,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000000,2021-07-01 15:29:08.000000,2021-07-01 15:29:07.000000,565.0,34.0,321.0,2239.0,443.0,Python client for the Prometheus monitoring system.,107.0,26,True,,2021-06-01 17:39:04.000000,0.11.0,38.0,,19390398.0,,prometheus-client,0.0,,https://pypi.org/project/prometheus-client,2021-06-01 17:38:52.000000,0.0,19390398.0,,,,1.0,,,,,,,,,,,,,,,,,,,
295,django-blog-zinnia,Fantomas42/django-blog-zinnia,,django-utils,https://github.com/Fantomas42/django-blog-zinnia,https://github.com/Fantomas42/django-blog-zinnia,BSD-3-Clause,2009-07-13 14:58:26.000000,2021-06-10 17:29:04.000000,2020-03-09 20:52:03.000000,733.0,31.0,406.0,2013.0,3127.0,Simple yet powerful and really extendable application for managing a blog within your Django Web site.,71.0,26,False,['django'],2016-09-27 13:25:46.000000,0.18.1,29.0,,3223.0,,django-blog-zinnia,781.0,455.0,https://pypi.org/project/django-blog-zinnia,2018-03-10 21:22:04.000000,326.0,3223.0,,,,3.0,,,,,,,,,,,,,,,,,,,
296,modoboa,modoboa/modoboa,,email,https://github.com/modoboa/modoboa,https://github.com/modoboa/modoboa,ISC,2013-04-16 09:43:55.000000,2021-07-01 07:02:53.000000,2021-07-01 07:02:17.000000,258.0,141.0,1486.0,1842.0,3765.0,Mail hosting made simple.,100.0,26,True,,2020-11-05 15:19:47.000000,1.17.0,56.0,,22361.0,,modoboa,80.0,32.0,https://pypi.org/project/modoboa,2020-11-05 15:19:47.000000,48.0,22361.0,,,,2.0,,,,,,,,,,,,,,,,,,,
297,flask-sockets,heroku-python/flask-sockets,,websocket,https://github.com/heroku-python/flask-sockets,https://github.com/heroku-python/flask-sockets,MIT,2013-10-01 00:41:09.000000,2021-05-14 12:12:05.000000,2017-05-30 17:23:01.000000,139.0,25.0,32.0,1728.0,57.0,Elegant WebSockets for your Flask apps.,13.0,26,False,['flask'],2016-06-05 02:14:01.000000,0.2.1,3.0,,81978.0,,flask-sockets,13888.0,13044.0,https://pypi.org/project/flask-sockets,2016-06-05 02:14:01.000000,844.0,81978.0,,,,3.0,,,,,,,,,,,,,,,,,,,
298,django-polymorphic,django-polymorphic/django-polymorphic,,django-utils,https://github.com/django-polymorphic/django-polymorphic,https://github.com/django-polymorphic/django-polymorphic,BSD-3-Clause,2011-02-12 23:30:34.000000,2021-06-10 17:29:31.000000,2020-08-21 10:31:07.000000,231.0,136.0,167.0,1204.0,822.0,Improved Django model inheritance with automatic downcasting.,95.0,26,True,['django'],2020-08-21 10:15:53.000000,3.0.0,39.0,,249137.0,,django-polymorphic,182.0,,https://pypi.org/project/django-polymorphic,2020-08-21 10:15:53.000000,182.0,249137.0,,,,3.0,,,,,,,,,,,,,,,,,,,
299,webargs,marshmallow-code/webargs,,others,https://github.com/marshmallow-code/webargs,https://github.com/marshmallow-code/webargs,MIT,2014-02-17 02:16:12.000000,2021-06-28 23:08:12.000000,2021-06-23 07:55:18.000000,143.0,6.0,248.0,1180.0,,"A friendly library for parsing HTTP request arguments, with built-in support for popular web frameworks, including..",57.0,26,True,,2021-04-08 20:04:38.000000,8.0.0,97.0,,402992.0,conda-forge/webargs,webargs,3612.0,2816.0,https://pypi.org/project/webargs,2021-04-08 20:04:38.000000,796.0,400654.0,https://anaconda.org/conda-forge/webargs,2021-04-08 23:12:55.184000,133299.0,3.0,,,,,,,,,,,,,,,,,,,
300,Flask-User,lingthio/Flask-User,,auth,https://github.com/lingthio/Flask-User,https://github.com/lingthio/Flask-User,MIT,2014-02-19 23:57:57.000000,2021-05-30 20:48:32.415000,2019-12-18 13:33:49.000000,274.0,122.0,122.0,946.0,666.0,"Customizable User Authorization & User Management: Register, Confirm, Login, Change username/password, Forgot password..",39.0,26,False,['flask'],2018-04-16 17:42:06.000000,0.6.21,54.0,,13963.0,conda-forge/flask-user,flask-user,2198.0,1746.0,https://pypi.org/project/flask-user,2019-11-30 11:59:14.000000,452.0,13179.0,https://anaconda.org/conda-forge/flask-user,2021-05-30 20:48:32.415000,45504.0,3.0,,,,,,,,,,,,,,,,,,,
301,django-filebrowser,sehmaschine/django-filebrowser,,django-utils,https://github.com/sehmaschine/django-filebrowser,https://github.com/sehmaschine/django-filebrowser,BSD-3-Clause,2011-03-07 20:38:23.000000,2021-06-14 15:38:21.000000,2021-04-22 12:32:30.000000,382.0,17.0,256.0,848.0,890.0,Media-Management with Grappelli.,35.0,26,True,['django'],2021-04-22 12:13:39.000000,3.13.3,35.0,,6462.0,,django-filebrowser,1244.0,704.0,https://pypi.org/project/django-filebrowser,2021-04-22 12:39:36.000000,540.0,6462.0,,,,3.0,,,,,,,,,,,,,,,,,,,
302,imdbpy,alberanid/imdbpy,,third-party-apis,https://github.com/alberanid/imdbpy,https://github.com/alberanid/imdbpy,GPL-2.0,2010-08-01 17:34:24.000000,2021-05-21 11:10:01.000000,2021-05-21 11:09:47.000000,232.0,33.0,183.0,824.0,1777.0,"IMDbPY is a Python package useful to retrieve and manage the data of the IMDb movie database about movies, people,..",54.0,26,True,,2021-04-18 11:31:12.000000,2021.04.18,43.0,25.0,96121.0,,imdbpy,214.0,,https://pypi.org/project/imdbpy,2021-04-18 11:23:35.000000,214.0,96113.0,,,,3.0,,,,,,,,,,,,,,,,,,,
303,tavern,taverntesting/tavern,,testing,https://github.com/taverntesting/tavern,https://github.com/taverntesting/tavern,MIT,2017-11-01 14:51:25.000000,2021-06-21 12:45:02.000000,2021-06-20 13:44:40.000000,148.0,36.0,459.0,802.0,928.0,"A command-line tool and Python library and Pytest plugin for automated testing of RESTful APIs, with a simple, concise..",46.0,26,True,,2021-06-20 13:45:01.000000,1.16.0,122.0,,137929.0,,tavern,276.0,236.0,https://pypi.org/project/tavern,2021-06-20 13:45:01.000000,40.0,137929.0,,,,3.0,,,,,,,,,,,,,,,,,,,
304,klein,twisted/klein,,others,https://github.com/twisted/klein,https://github.com/twisted/klein,MIT,2012-02-10 17:55:04.000000,2021-06-26 20:08:31.000000,2021-06-11 23:33:34.000000,119.0,73.0,79.0,775.0,2228.0,werkzeug + twisted.web.,48.0,26,True,,2020-06-08 02:52:27.000000,20.6.0,17.0,,32772.0,,klein,2161.0,1433.0,https://pypi.org/project/klein,2020-06-08 02:52:27.000000,728.0,32772.0,,,,3.0,,,,,,,,,,,,,,,,,,,
305,opentracing-python,opentracing/opentracing-python,,monitoring,https://github.com/opentracing/opentracing-python,https://github.com/opentracing/opentracing-python,Apache-2.0,2016-01-06 22:57:00.000000,2021-04-13 17:30:55.000000,2021-04-13 17:30:55.000000,106.0,16.0,32.0,727.0,220.0,OpenTracing API for Python.,33.0,26,True,,2020-11-19 17:10:42.000000,2.4.0,26.0,,1981343.0,,opentracing,1850.0,1550.0,https://pypi.org/project/opentracing,2020-11-19 17:10:42.000000,300.0,1981343.0,,,,1.0,,,,,,,,,,,True,,,,,,,,
306,django-cleanup,un1t/django-cleanup,,django-utils,https://github.com/un1t/django-cleanup,https://github.com/un1t/django-cleanup,MIT,2012-08-14 09:27:02.000000,2021-06-01 17:12:21.000000,2021-04-18 16:56:15.000000,55.0,2.0,41.0,641.0,137.0,Automatically deletes old file for FileField and ImageField. It also deletes files on models instance deletion.,16.0,26,True,['django'],2021-04-18 17:08:10.000000,5.2.0,35.0,,72480.0,,django-cleanup,5696.0,5064.0,https://pypi.org/project/django-cleanup,2021-04-18 17:08:10.000000,632.0,72480.0,,,,3.0,,,,,,,,,,,,,,,,,,,
307,drf-spectacular,tfranzel/drf-spectacular,,openapi-utils,https://github.com/tfranzel/drf-spectacular,https://github.com/tfranzel/drf-spectacular,BSD-3-Clause,2020-03-01 22:36:54.000000,2021-06-28 19:11:24.000000,2021-06-28 17:09:51.000000,72.0,35.0,308.0,596.0,635.0,Sane and flexible OpenAPI 3 schema generation for Django REST framework.,40.0,26,True,['openapi'],2021-06-15 18:21:28.000000,0.17.2,35.0,,156487.0,,drf-spectacular,445.0,445.0,https://pypi.org/project/drf-spectacular,2021-06-15 18:21:28.000000,0.0,156487.0,,,,3.0,,,,,,,,,,,,,,,,,,,
308,parameterized,wolever/parameterized,,testing,https://github.com/wolever/parameterized,https://github.com/wolever/parameterized,BSD-2-Clause-FreeBSD,2012-03-10 04:56:31.000000,2021-03-17 15:44:45.000000,2021-01-09 20:39:39.000000,77.0,17.0,64.0,573.0,172.0,Parameterized testing with any Python test framework.,24.0,26,False,,2021-01-09 20:35:16.000000,0.8.1,11.0,,2322527.0,conda-forge/parameterized,parameterized,4868.0,4010.0,https://pypi.org/project/parameterized,2021-01-09 20:35:16.000000,858.0,2320084.0,https://anaconda.org/conda-forge/parameterized,2021-01-10 03:06:41.186000,105065.0,3.0,,,,,,,,,,,,,,,,,,,
309,micawber,coleifer/micawber,,web-scraping,https://github.com/coleifer/micawber,https://github.com/coleifer/micawber,MIT,2012-03-27 21:42:46.000000,2021-06-11 13:02:43.000000,2021-06-11 13:02:29.000000,83.0,,56.0,540.0,200.0,a small library for extracting rich content from urls.,27.0,26,True,,2021-03-04 15:16:52.000000,0.5.3,23.0,,15318.0,,micawber,954.0,582.0,https://pypi.org/project/micawber,2021-03-04 15:16:52.000000,372.0,15318.0,,,,2.0,,,,,,,,,,,,,,,,,,,
310,treq,twisted/treq,,http-clients,https://github.com/twisted/treq,https://github.com/twisted/treq,MIT,2012-05-18 18:57:21.000000,2021-06-26 03:42:23.000000,2021-05-24 20:24:14.000000,141.0,63.0,89.0,529.0,932.0,Python requests like API built on top of Twisted's HTTP client.,44.0,26,True,,2021-05-24 20:38:07.000000,release-21.5.0,18.0,84.0,80146.0,conda-forge/treq,treq,1544.0,842.0,https://pypi.org/project/treq,2021-05-24 20:34:30.000000,702.0,79181.0,https://anaconda.org/conda-forge/treq,2021-05-25 12:52:08.512000,54004.0,3.0,,,,,,,,,,,,,,,,,,,
311,django-formtools,jazzband/django-formtools,,forms,https://github.com/jazzband/django-formtools,https://github.com/jazzband/django-formtools,BSD-3-Clause,2014-10-05 15:18:45.000000,2021-06-03 16:04:34.000000,2021-06-03 16:04:34.000000,105.0,62.0,62.0,498.0,319.0,A set of high-level abstractions for Django forms.,64.0,26,True,['django'],,,5.0,,217105.0,,django-formtools,9069.0,6723.0,https://pypi.org/project/django-formtools,2021-04-19 03:58:32.000000,2346.0,217105.0,,,,3.0,,,,,,,,,,,,,,,,,,,
312,flask-swagger,gangverk/flask-swagger,,openapi-utils,https://github.com/getsling/flask-swagger,https://github.com/getsling/flask-swagger,MIT,2015-03-01 01:08:16.000000,2020-11-06 14:58:07.000000,2020-09-29 10:30:18.000000,85.0,17.0,13.0,432.0,120.0,A swagger 2.0 spec extractor for flask.,24.0,26,True,['flask'],2019-03-26 11:27:48.000000,0.2.14,17.0,,1494377.0,conda-forge/flask-swagger,flask-swagger,3851.0,3233.0,https://pypi.org/project/flask-swagger,2019-03-26 11:27:48.000000,618.0,1493399.0,https://anaconda.org/conda-forge/flask-swagger,2019-04-20 13:39:31.818000,49887.0,3.0,,,,,,,,,,,,getsling/flask-swagger,,,,,,,
313,flask-assets,miracle2k/flask-assets,,flask-utils,https://github.com/miracle2k/flask-assets,https://github.com/miracle2k/flask-assets,BSD-2-Clause,2010-08-06 11:51:29.000000,2021-03-21 17:37:02.000000,2020-02-29 00:06:32.000000,85.0,20.0,74.0,416.0,263.0,Flask webassets integration.,38.0,26,False,['flask'],2011-10-12 14:37:19.000000,0.6.2,15.0,,89456.0,conda-forge/flask-assets,flask-assets,9713.0,5683.0,https://pypi.org/project/flask-assets,2019-12-20 21:37:28.000000,4030.0,89054.0,https://anaconda.org/conda-forge/flask-assets,2019-12-24 17:28:27.011000,22945.0,2.0,,,,,,,,,,,,,,,,,,,
314,graphql-core,graphql-python/graphql-core,,graphql,https://github.com/graphql-python/graphql-core,https://github.com/graphql-python/graphql-core,MIT,2017-09-02 07:26:43.951000,2021-06-11 10:03:28.000000,2021-06-11 10:03:17.000000,70.0,15.0,82.0,375.0,,A Python 3.6+ port of the GraphQL.js reference implementation of GraphQL.,19.0,26,True,,2021-05-10 20:53:11.000000,3.1.5,69.0,,1839086.0,conda-forge/graphql-core,graphql-core,10518.0,9388.0,https://pypi.org/project/graphql-core,2021-05-10 20:35:51.000000,1130.0,1835194.0,https://anaconda.org/conda-forge/graphql-core,2021-05-21 13:26:27.363000,179056.0,2.0,,,,,,,,,,,,,,,,,,,
315,django-cas-ng,django-cas-ng/django-cas-ng,,auth,https://github.com/django-cas-ng/django-cas-ng,https://github.com/django-cas-ng/django-cas-ng,MIT,2014-05-23 22:52:34.000000,2021-06-11 20:30:46.000000,2021-06-11 20:28:59.000000,150.0,4.0,129.0,307.0,581.0,"Django CAS 1.0/2.0/3.0 client authentication library, support Django 2.0, 2.1, 2.2, 3.0 and Python 3.5+.",77.0,26,True,['django'],2021-06-11 20:34:20.000000,4.2.1,25.0,394.0,13503.0,,django-cas-ng,389.0,257.0,https://pypi.org/project/django-cas-ng,2021-06-11 20:30:04.000000,132.0,13499.0,,,,3.0,,,,,,,,,,,,,,,,,,,
316,Hypercorn,pgjones/hypercorn,,servers,https://github.com/pgjones/hypercorn,https://github.com/pgjones/hypercorn,MIT,2018-06-02 17:47:42.000000,2021-06-12 10:05:47.000000,2021-06-12 10:05:39.000000,29.0,5.0,29.0,201.0,523.0,Hypercorn is an ASGI Server based on Hyper libraries and inspired by Gunicorn.,31.0,26,True,,2021-01-10 13:09:54.000000,0.11.2,42.0,,183296.0,,hypercorn,1393.0,1295.0,https://pypi.org/project/hypercorn,2021-01-10 13:09:54.000000,98.0,183296.0,,,,3.0,,,,,,,,,,,,,,,,,,,
317,pyramid_debugtoolbar,Pylons/pyramid_debugtoolbar,,testing,https://github.com/Pylons/pyramid_debugtoolbar,https://github.com/Pylons/pyramid_debugtoolbar,BSD-3-Clause,2011-07-23 02:21:03.000000,2021-01-27 16:23:36.000000,2020-11-25 05:17:55.000000,78.0,43.0,134.0,93.0,1147.0,Pyramid debug toolbar.,65.0,26,True,['pyramid'],2017-07-01 01:35:59.000000,4.2.1,55.0,,1244128.0,,pyramid_debugtoolbar,1286.0,,https://pypi.org/project/pyramid_debugtoolbar,2018-09-10 02:25:05.000000,1286.0,1244128.0,,,,3.0,,,,,,,,,,,,,,,,,,,
318,ipaddress,phihag/ipaddress,,others,https://github.com/phihag/ipaddress,https://github.com/phihag/ipaddress,PSF-2.0,2013-02-03 20:45:43.000000,2020-11-20 14:29:57.000000,2019-10-18 01:30:15.000000,43.0,7.0,34.0,90.0,123.0,Python 3.3+'s ipaddress for older Python versions.,7.0,26,False,,2019-10-18 01:30:27.000000,1.0.23,22.0,,7017702.0,conda-forge/ipaddress,ipaddress,39666.0,26816.0,https://pypi.org/project/ipaddress,2019-10-18 01:30:27.000000,12850.0,7002729.0,https://anaconda.org/conda-forge/ipaddress,2019-10-18 02:37:29.309000,883409.0,3.0,,,,,,,,,,,,,,,,,,,
319,sherlock,sherlock-project/sherlock,,third-party-apis,https://github.com/sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,MIT,2018-12-24 14:30:48.000000,2021-06-28 09:34:20.000000,2021-06-27 15:15:24.000000,2682.0,155.0,471.0,25833.0,1527.0,Hunt down social media accounts by username across social networks.,139.0,25,True,,2019-05-11 11:26:59.000000,0.3.2,5.0,,2494.0,,sherlock,6.0,,https://pypi.org/project/sherlock,2019-05-11 11:26:59.000000,6.0,2494.0,,,,3.0,,,,,,,,,,,,,,,,,,,
320,WeasyPrint,Kozea/WeasyPrint,,html-processing,https://github.com/Kozea/WeasyPrint,https://github.com/Kozea/WeasyPrint,BSD-3-Clause,2011-08-09 14:14:24.000000,2021-06-13 06:12:45.000000,2021-06-13 06:12:33.000000,517.0,149.0,995.0,4399.0,4208.0,The awesome document factory.,105.0,25,True,,2021-04-17 15:24:53.000000,52.5,74.0,,525676.0,,weasyprint,0.0,,https://pypi.org/project/weasyprint,2021-05-30 17:36:47.000000,0.0,525676.0,,,,3.0,,,,,,,,,,,,,,,,,,,
321,Grab,lorien/grab,,web-scraping,https://github.com/lorien/grab,https://github.com/lorien/grab,MIT,2013-05-01 08:10:22.000000,2021-02-22 09:46:08.000000,2020-12-08 03:50:03.000000,252.0,26.0,190.0,2102.0,2179.0,Web Scraping Framework.,65.0,25,True,,2018-06-24 14:27:52.000000,0.6.41,120.0,,5590.0,,grab,527.0,313.0,https://pypi.org/project/grab,2018-06-24 14:27:52.000000,214.0,5590.0,,,,2.0,,,,,,,,,,,,,,,,,,,
322,viewflow,viewflow/viewflow,,django-utils,https://github.com/viewflow/viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35.000000,2021-06-08 01:51:57.000000,2021-06-08 01:51:48.000000,339.0,16.0,235.0,2074.0,839.0,Reusable workflow library for Django.,29.0,25,True,['django'],2021-04-30 09:20:56.000000,1.9.0,35.0,,3399.0,,django-viewflow,246.0,186.0,https://pypi.org/project/django-viewflow,2021-04-30 09:20:56.000000,60.0,3399.0,,,,3.0,,,,,,,,,,,,,,,,,,,
323,django-push-notifications,jazzband/django-push-notifications,,django-utils,https://github.com/jazzband/django-push-notifications,https://github.com/jazzband/django-push-notifications,MIT,2013-03-15 00:57:33.000000,2021-05-25 09:10:18.000000,2021-03-23 18:43:29.000000,498.0,123.0,257.0,1801.0,372.0,Send push notifications to mobile devices through GCM or APNS in Django.,85.0,25,True,['django'],2020-03-11 14:13:42.000000,2.0.0,15.0,36.0,42520.0,,django-push-notifications,170.0,,https://pypi.org/project/django-push-notifications,2020-03-11 14:08:19.000000,170.0,42520.0,,,,3.0,,,,,,,,,,,,,,,,,,,
324,twitterscraper,taspinar/twitterscraper,,third-party-apis,https://github.com/taspinar/twitterscraper,https://github.com/taspinar/twitterscraper,MIT,2016-06-16 06:51:10.000000,2021-05-15 08:29:53.000000,2020-07-28 11:36:45.000000,499.0,129.0,153.0,1786.0,262.0,Scrape Twitter for Tweets.,34.0,25,True,,2020-07-28 11:38:17.000000,1.6.1,47.0,,1951.0,,twitterscraper,418.0,374.0,https://pypi.org/project/twitterscraper,2020-07-28 11:38:17.000000,44.0,1951.0,,,,3.0,,,,,,,,,,,,,,,,,,,
325,masonite,MasoniteFramework/masonite,,web-frameworks,https://github.com/MasoniteFramework/masonite,https://github.com/MasoniteFramework/masonite,MIT,2017-12-06 00:30:22.000000,2021-05-29 07:02:38.000000,2021-05-28 04:15:49.000000,100.0,29.0,221.0,1592.0,2974.0,The Modern And Developer Centric Python Web Framework. Be sure to read the documentation and join the Slack channel..,73.0,25,True,,2021-05-28 04:17:52.000000,3.0.12,252.0,8.0,1525.0,,masonite,94.0,,https://pypi.org/project/masonite,2021-05-28 04:17:52.000000,94.0,1525.0,,,,3.0,,,,,,,,,,,,,,,,,,,
326,django-admin-bootstrapped,django-admin-bootstrapped/django-admin-bootstrapped,,admin-ui,https://github.com/django-admin-bootstrapped/django-admin-bootstrapped,https://github.com/django-admin-bootstrapped/django-admin-bootstrapped,Apache-2.0,2012-10-23 06:35:27.000000,2021-01-20 15:47:14.000000,2020-07-10 10:16:08.000000,400.0,36.0,129.0,1548.0,437.0,"A Django admin theme using Twitter Bootstrap. It doesn't need any kind of modification on your side, just add it to..",64.0,25,True,['django'],2015-12-15 08:53:11.000000,2.5.7,45.0,,7477.0,,django-admin-bootstrapped,3030.0,1444.0,https://pypi.org/project/django-admin-bootstrapped,2015-12-15 08:51:59.000000,1586.0,7477.0,,,,3.0,,,,,,,,,,,,,,,,,,,
327,flask-bootstrap,esbullington/flask-bootstrap,,flask-utils,https://github.com/esbullington/flask-bootstrap,https://github.com/esbullington/flask-bootstrap,BSD-3-Clause,2012-03-06 17:53:29.000000,2019-08-14 04:58:43.000000,2019-08-14 04:58:34.000000,694.0,3.0,4.0,1474.0,139.0,"A Flask app template with integrated SQLAlchemy, authentication, and Bootstrap frontend.",6.0,25,False,['flask'],,,36.0,,134648.0,conda-forge/flask-bootstrap,flask-bootstrap,10876.0,,https://pypi.org/project/flask-bootstrap,2017-01-11 23:28:23.000000,10876.0,134464.0,https://anaconda.org/conda-forge/flask-bootstrap,2018-07-09 17:35:26.581000,6649.0,2.0,,,,,,,,,,,,,,,,,,,
328,Django Facebook,tschellenbach/Django-facebook,,third-party-apis,https://github.com/tschellenbach/Django-facebook,https://github.com/tschellenbach/Django-facebook,BSD-3-Clause,2010-05-05 10:00:50.000000,2020-12-28 07:06:49.000000,2018-04-16 21:33:15.000000,528.0,130.0,335.0,1422.0,1197.0,Facebook open graph api implementation using the Django web framework in python.,89.0,25,False,,2015-05-26 19:01:35.000000,6.0.3,152.0,,4107.0,,django-facebook,477.0,359.0,https://pypi.org/project/django-facebook,2015-05-26 19:01:35.000000,118.0,4107.0,,,,3.0,,,,,,,,,,,,,,,,,,,
329,Meinheld,mopemope/meinheld,,servers,https://github.com/mopemope/meinheld,https://github.com/mopemope/meinheld,BSD-3-Clause,2010-07-30 01:38:27.000000,2021-05-08 08:18:11.000000,2020-06-23 16:07:11.000000,92.0,26.0,50.0,1352.0,633.0,Meinheld is a high performance asynchronous WSGI Web Server (based on picoev).,20.0,25,False,,2020-05-17 13:09:14.000000,1.0.2,40.0,,31838.0,,meinheld,1204.0,610.0,https://pypi.org/project/meinheld,2020-05-17 13:09:14.000000,594.0,31838.0,,,,3.0,,,,,,,,,,,,,,,,,,,
330,gevent-socketio,abourget/gevent-socketio,,websocket,https://github.com/abourget/gevent-socketio,https://github.com/abourget/gevent-socketio,BSD-3-Clause,2012-01-11 15:18:14.000000,2020-01-14 03:57:16.000000,2016-09-03 23:19:38.000000,325.0,105.0,65.0,1228.0,565.0,Official repository for gevent-socketio.,59.0,25,False,,2014-02-03 05:11:24.000000,0.3.6,9.0,,3993.0,,gevent-socketio,1726.0,1228.0,https://pypi.org/project/gevent-socketio,2014-02-03 05:11:24.000000,498.0,3993.0,,,,3.0,,,,,,,,,,,,,,,,,,,
331,Spectacle,sourcey/spectacle,,openapi-utils,https://github.com/sourcey/spectacle,https://github.com/sourcey/spectacle,MIT,2016-01-12 10:36:11.000000,2021-05-09 10:04:05.000000,2020-05-21 00:42:58.000000,278.0,36.0,95.0,1211.0,294.0,Beautiful static documentation generator for OpenAPI/Swagger 2.0.,38.0,25,False,['openapi'],2020-03-10 02:57:20.472000,1.1.0,61.0,,16413.0,,,189.0,137.0,,,,,,,,3.0,,,,spectacle-docs,https://www.npmjs.com/package/spectacle-docs,2020-03-10 02:57:20.472000,52.0,16413.0,,,,,,,,,,,
332,quart,pgjones/quart,,web-frameworks,https://github.com/pgjones/quart,https://github.com/pgjones/quart,MIT,2017-11-10 20:10:33.000000,2021-06-30 08:07:12.000000,2021-06-30 08:06:30.000000,83.0,7.0,106.0,911.0,,Quart is a Python ASGI web microframework with the same API as Flask.,57.0,25,True,,2021-05-11 21:05:54.000000,0.15.0,44.0,,176751.0,conda-forge/quart,quart,1599.0,1443.0,https://pypi.org/project/quart,2021-05-24 19:48:15.000000,156.0,176078.0,https://anaconda.org/conda-forge/quart,2021-05-25 00:30:39.928000,20199.0,3.0,,,,,,,,,,,,,,,,,,,
333,sockjs-tornado,mrjoes/sockjs-tornado,,websocket,https://github.com/mrjoes/sockjs-tornado,https://github.com/mrjoes/sockjs-tornado,MIT,2011-12-06 20:41:39.000000,2020-08-16 21:25:27.000000,2020-04-24 15:02:32.000000,160.0,35.0,40.0,856.0,194.0,WebSocket emulation - Python server.,35.0,25,False,,2020-04-24 15:02:06.000000,1.0.7,11.0,,23488.0,,sockjs-tornado,3519.0,2045.0,https://pypi.org/project/sockjs-tornado,2020-04-24 15:02:06.000000,1474.0,23488.0,,,,3.0,,,,,,,,,,,,,,,,,,,
334,django-admin-interface,fabiocaccamo/django-admin-interface,,admin-ui,https://github.com/fabiocaccamo/django-admin-interface,https://github.com/fabiocaccamo/django-admin-interface,MIT,2015-10-26 14:46:36.000000,2021-05-06 21:34:55.000000,2021-05-06 21:34:49.000000,87.0,4.0,92.0,841.0,467.0,django's default admin interface made customizable. popup windows replaced by modals.,15.0,25,True,['django'],2021-04-26 08:23:04.000000,0.16.3,78.0,,35538.0,,django-admin-interface,880.0,838.0,https://pypi.org/project/django-admin-interface,2021-04-23 13:01:01.000000,42.0,35538.0,,,,3.0,,,,,,,,,,,,,,,,,,,
335,django-cachalot,noripyt/django-cachalot,,django-utils,https://github.com/noripyt/django-cachalot,https://github.com/noripyt/django-cachalot,BSD-3-Clause,2014-09-26 13:08:06.000000,2021-06-17 04:23:43.000000,2021-06-06 18:17:49.000000,105.0,14.0,117.0,836.0,608.0,"No effort, no worry, maximum performance.",25.0,25,True,['django'],2021-06-17 04:00:39.000000,2.4.2,34.0,,40370.0,conda-forge/django-cachalot,django-cachalot,520.0,356.0,https://pypi.org/project/django-cachalot,2021-06-17 04:00:39.000000,164.0,39644.0,https://anaconda.org/conda-forge/django-cachalot,2018-08-09 22:39:22.114000,33403.0,3.0,,,,,,,,,,,,,,,,,,,
336,django-configurations,jazzband/django-configurations,,django-utils,https://github.com/jazzband/django-configurations,https://github.com/jazzband/django-configurations,BSD-3-Clause,2012-07-21 13:56:20.000000,2021-04-12 19:53:21.000000,2021-03-09 18:20:31.000000,120.0,52.0,119.0,816.0,392.0,A helper for organizing Django project settings by relying on well established programming patterns.,51.0,25,True,['django'],2021-04-21 19:34:00.000000,2.2,17.0,,78172.0,,django-configurations,3172.0,1914.0,https://pypi.org/project/django-configurations,2019-12-03 12:43:48.000000,1258.0,78172.0,,,,3.0,,,,,,,,,,,,,,,,,,,
337,django-cache-machine,django-cache-machine/django-cache-machine,,django-utils,https://github.com/django-cache-machine/django-cache-machine,https://github.com/django-cache-machine/django-cache-machine,BSD-3-Clause,2010-02-09 23:01:12.000000,2021-06-09 20:52:03.000000,2019-11-25 14:30:13.000000,162.0,22.0,56.0,810.0,290.0,Automatic caching and invalidation for Django models through the ORM.,26.0,25,False,['django'],2019-02-18 02:51:30.000000,1.1.0,9.0,,12078.0,,django-cache-machine,432.0,210.0,https://pypi.org/project/django-cache-machine,2019-02-18 02:51:30.000000,222.0,12078.0,,,,3.0,,,,,,,,,,,,,,,,,,,
338,django-floppyforms,jazzband/django-floppyforms,,django-utils,https://github.com/jazzband/django-floppyforms,https://github.com/jazzband/django-floppyforms,MirOS,2010-11-24 23:21:33.000000,2020-12-21 13:19:27.000000,2020-12-21 13:18:36.000000,149.0,41.0,98.0,791.0,580.0,Full control of form rendering in the templates.,46.0,25,False,['django'],2020-05-20 02:41:28.000000,1.9.0,27.0,,19694.0,,django-floppyforms,4273.0,1869.0,https://pypi.org/project/django-floppyforms,2020-05-20 02:41:28.000000,2404.0,19694.0,,,,3.0,,,,,,,,,,,,,,,,,,,
